population_group,measure,location,sex,age,metric,year,val,upper,lower
All Population,Life table,Palestine,Female,65-69 years,Probability of death,2023,0.0965354535427364,0.10676804399728286,0.08731017362524297
All Population,Life table,Palestine,Male,70-74 years,Probability of death,2023,0.19704223595764103,0.2152678275401416,0.17924400503149607
All Population,Life table,Palestine,Female,70-74 years,Probability of death,2023,0.16842007373812964,0.18590295986850303,0.15282512292042863
All Population,Life table,Palestine,Male,75-79 years,Probability of death,2023,0.26237083442789205,0.28488007468418036,0.2383855391827086
All Population,Life table,Palestine,Female,75-79 years,Probability of death,2023,0.24507860332185905,0.26909766732055207,0.2230538321669968
All Population,Life table,Australia,Male,10-14 years,Probability of death,2023,0.0004937209457743611,0.0005399739010155446,0.0004493741489490166
All Population,Life table,Australia,Female,10-14 years,Probability of death,2023,0.00036242771605979974,0.0004023771270571241,0.0003276953283548767
All Population,Life table,Australia,Male,15-19 years,Probability of death,2023,0.001706966751378841,0.001856662091273864,0.0015728420995312325
All Population,Life table,Australia,Female,15-19 years,Probability of death,2023,0.0008493935437754848,0.0009370713163837113,0.0007711466849141341
All Population,Life table,Australia,Male,20-24 years,Probability of death,2023,0.0029124310242685325,0.0031347441196683448,0.002698029339627472
All Population,Life table,Australia,Female,20-24 years,Probability of death,2023,0.0012572030779373405,0.0013798542458537926,0.0011485649680761684
All Population,Life table,Australia,Male,25-29 years,Probability of death,2023,0.003182618720207013,0.0034210748993290436,0.0029671910137396393
All Population,Life table,Australia,Female,25-29 years,Probability of death,2023,0.0012829634334484315,0.001399319089081036,0.0011750300918485668
All Population,Life table,Australia,Male,30-34 years,Probability of death,2023,0.004028922785420299,0.004297861560457871,0.0037700789859920203
All Population,Life table,Australia,Female,30-34 years,Probability of death,2023,0.001700253598909061,0.0018579890232703954,0.0015595960406595527
All Population,Life table,Australia,Male,35-39 years,Probability of death,2023,0.004949116287686881,0.005286887584354937,0.004648037139845784
All Population,Life table,Australia,Female,35-39 years,Probability of death,2023,0.0025677643712268953,0.002780768213398724,0.0023685388990804914
All Population,Life table,Australia,Male,40-44 years,Probability of death,2023,0.0069085354188001095,0.007330976394562244,0.00650595259845006
All Population,Life table,Australia,Female,40-44 years,Probability of death,2023,0.003896682860748481,0.004218114400520498,0.0036172273546637127
All Population,Life table,Australia,Male,45-49 years,Probability of death,2023,0.010428012134832496,0.010992338825591391,0.009918425668318909
All Population,Life table,Australia,Female,45-49 years,Probability of death,2023,0.006332255921309388,0.006780104661073677,0.005888673969398523
All Population,Life table,Australia,Male,50-54 years,Probability of death,2023,0.01534434770146537,0.016026294701120707,0.014677867211083407
All Population,Life table,Australia,Female,50-54 years,Probability of death,2023,0.009624744612655682,0.010176712045376549,0.009082427097564462
All Population,Life table,Australia,Male,55-59 years,Probability of death,2023,0.023348953847517548,0.02423331562145188,0.022484027350956996
All Population,Life table,Australia,Female,55-59 years,Probability of death,2023,0.014169687880148015,0.014922115206518424,0.013444238594869196
All Population,Life table,Australia,Male,60-64 years,Probability of death,2023,0.03540536665100953,0.03662496249645202,0.03424952365010401
All Population,Life table,Australia,Female,60-64 years,Probability of death,2023,0.020461947507995328,0.021354891092710437,0.019600645104065333
All Population,Life table,Australia,Male,65-69 years,Probability of death,2023,0.052055582819084095,0.05359374115694399,0.05057838030944263
All Population,Life table,Australia,Female,65-69 years,Probability of death,2023,0.031245107471902504,0.032439172132016324,0.030046120352395927
All Population,Life table,Republic of Korea,Male,70-74 years,Probability of death,2023,0.09292026236799387,0.09916577654400835,0.08727866003201011
All Population,Life table,Republic of Korea,Female,70-74 years,Probability of death,2023,0.04018609884330715,0.04415306502895667,0.03662934890588733
All Population,Life table,Republic of Korea,Male,75-79 years,Probability of death,2023,0.1642193538537758,0.1732271322358949,0.1545298516032154
All Population,Life table,Republic of Korea,Female,75-79 years,Probability of death,2023,0.08747678173813143,0.09378154252906849,0.08175946970575815
All Population,Life table,Republic of Korea,Male,80-84 years,Probability of death,2023,0.32901888203030744,0.3428659083524254,0.31514888950728925
All Population,Life table,Republic of Korea,Female,80-84 years,Probability of death,2023,0.19881075040611607,0.20883998695907421,0.18937196806981635
All Population,Life table,Republic of Korea,Male,85-89 years,Probability of death,2023,0.5177695247708006,0.538719221713861,0.49826151369121136
All Population,Life table,Republic of Korea,Female,85-89 years,Probability of death,2023,0.3824691546373942,0.3962824435277746,0.3679534596744566
All Population,Life table,Republic of Korea,Male,90-94 years,Probability of death,2023,0.6584734454095599,0.6910244121053284,0.6260082416012471
All Population,Life table,Republic of Korea,Female,90-94 years,Probability of death,2023,0.5835627446158297,0.6041094132119569,0.5632782315335362
All Population,Life table,Andorra,Male,10-14 years,Probability of death,2023,0.0007418721242117609,0.0008786599519947951,0.0006153251325851039
All Population,Life table,Andorra,Female,10-14 years,Probability of death,2023,0.0005816462983612084,0.0006911195818180976,0.0004827158784168312
All Population,Life table,Andorra,Male,15-19 years,Probability of death,2023,0.0031534525900112106,0.003767726636989382,0.002637532133756676
All Population,Life table,Andorra,Female,15-19 years,Probability of death,2023,0.0011382078148617163,0.001362481345426586,0.0009509352428311191
All Population,Life table,Andorra,Male,20-24 years,Probability of death,2023,0.004108489324566188,0.004920217740359731,0.0033540365143526238
All Population,Life table,Andorra,Female,20-24 years,Probability of death,2023,0.0014540238863026277,0.0017299862666857093,0.0012045077352491468
All Population,Life table,Andorra,Male,25-29 years,Probability of death,2023,0.004669508488866738,0.005609226825974123,0.0038963803157353676
All Population,Life table,Andorra,Female,25-29 years,Probability of death,2023,0.0019769149299235424,0.0023352112860442697,0.0016518367706953557
All Population,Life table,Andorra,Male,30-34 years,Probability of death,2023,0.0048244626656854216,0.005790773361473416,0.004007381950086478
All Population,Life table,Andorra,Female,30-34 years,Probability of death,2023,0.0023707747615404865,0.0028068942602091475,0.001990620998381967
All Population,Life table,Andorra,Male,35-39 years,Probability of death,2023,0.005813763332897593,0.0068958943223495885,0.004910214828865081
All Population,Life table,Andorra,Female,35-39 years,Probability of death,2023,0.0033290925234312103,0.003951056728505542,0.002797358937362146
All Population,Life table,Andorra,Male,40-44 years,Probability of death,2023,0.007325138978005518,0.008676933246817738,0.006165073381677652
All Population,Life table,Andorra,Female,40-44 years,Probability of death,2023,0.005278474450114882,0.006253205819163335,0.0043689134158231445
All Population,Life table,Andorra,Male,45-49 years,Probability of death,2023,0.011209166318319386,0.013292823080468304,0.009282207476112494
All Population,Life table,Andorra,Female,45-49 years,Probability of death,2023,0.007954526644181512,0.009474658428825796,0.006597809266717722
All Population,Life table,Andorra,Male,50-54 years,Probability of death,2023,0.017559141637863086,0.02098800199859569,0.01467303666622179
All Population,Life table,Andorra,Female,50-54 years,Probability of death,2023,0.010965830364884785,0.013085690271177172,0.009173404579013167
All Population,Life table,Andorra,Male,55-59 years,Probability of death,2023,0.026504150553300316,0.03178296681010803,0.022250898106656182
All Population,Life table,Andorra,Female,55-59 years,Probability of death,2023,0.0163359808516019,0.01977227749964804,0.01371715660917431
All Population,Life table,Andorra,Male,60-64 years,Probability of death,2023,0.04032531279039271,0.04751942138318576,0.033567664634282915
All Population,Life table,Andorra,Female,60-64 years,Probability of death,2023,0.023059173914107667,0.027562104203907,0.019013273886051618
All Population,Life table,Andorra,Male,65-69 years,Probability of death,2023,0.057151582175856426,0.06719262656178807,0.04817482259841974
All Population,Life table,Andorra,Female,65-69 years,Probability of death,2023,0.03397156691566702,0.04047220719119728,0.028170488755280183
All Population,Life table,Andorra,Male,70-74 years,Probability of death,2023,0.08176910204400221,0.09609923907649477,0.0688744758748572
All Population,Life table,Andorra,Female,70-74 years,Probability of death,2023,0.0527873025247234,0.0625205038939599,0.04415726235764335
All Population,Life table,Andorra,Male,75-79 years,Probability of death,2023,0.12982928032468347,0.1522098366873106,0.1092256948721493
All Population,Life table,Andorra,Female,75-79 years,Probability of death,2023,0.0889345636597957,0.10368323722905887,0.07401196782602636
All Population,Life table,Andorra,Male,80-84 years,Probability of death,2023,0.21248767147953024,0.24715878314833603,0.17806347100170072
All Population,Life table,Andorra,Female,80-84 years,Probability of death,2023,0.1563393269557024,0.18422151871064593,0.13301186070324303
All Population,Life table,Andorra,Male,85-89 years,Probability of death,2023,0.33704030269754914,0.38595618558377753,0.2940039848751648
All Population,Life table,Andorra,Female,85-89 years,Probability of death,2023,0.2747942283491666,0.3139994796076566,0.23667233472105087
All Population,Life table,Andorra,Male,90-94 years,Probability of death,2023,0.5320500514791868,0.5967396637270286,0.4690042498413602
All Population,Life table,Andorra,Female,90-94 years,Probability of death,2023,0.45101555876827865,0.5085203139336762,0.3963800884130998
All Population,Life table,Guam,Male,55-59 years,Probability of death,2023,0.07252447391915173,0.08223814897516998,0.06341245232877088
All Population,Life table,Guam,Female,55-59 years,Probability of death,2023,0.03354844564833747,0.03821247778422281,0.02926000835604735
All Population,Life table,Guam,Male,60-64 years,Probability of death,2023,0.08121833245099908,0.09288319081257367,0.07149424358065537
All Population,Life table,Guam,Female,60-64 years,Probability of death,2023,0.04522589684340086,0.05134180630654045,0.03976731574023214
All Population,Life table,Guam,Male,65-69 years,Probability of death,2023,0.10498049984564367,0.11855485771940877,0.09231955386213456
All Population,Life table,Guam,Female,65-69 years,Probability of death,2023,0.06661948936387378,0.07546405223988957,0.05870775898257291
All Population,Life table,Guam,Male,70-74 years,Probability of death,2023,0.13823402538298057,0.15587880872686927,0.12224268422803632
All Population,Life table,Guam,Female,70-74 years,Probability of death,2023,0.08944160174190648,0.10066920304822471,0.07881688009152339
All Population,Life table,Guam,Male,75-79 years,Probability of death,2023,0.1925468348682785,0.2184837742335529,0.17002567815406547
All Population,Life table,Guam,Female,75-79 years,Probability of death,2023,0.13305131009513102,0.1497069048322509,0.11595124950167003
All Population,Life table,Guam,Male,80-84 years,Probability of death,2023,0.28886547923044764,0.3209749604964051,0.2572580998709223
All Population,Life table,Guam,Female,80-84 years,Probability of death,2023,0.24488818700313914,0.27478581151726683,0.21594914190807343
All Population,Life table,Guam,Male,85-89 years,Probability of death,2023,0.4058260695023424,0.4486379356336836,0.3660480425527127
All Population,Life table,Guam,Female,85-89 years,Probability of death,2023,0.3446580447308987,0.3796570718406964,0.3067040999045006
All Population,Life table,Guam,Male,90-94 years,Probability of death,2023,0.6531518822123504,0.7064406116018831,0.5998256821220027
All Population,Life table,Guam,Female,90-94 years,Probability of death,2023,0.55343330460182,0.6041445938024692,0.5039705579481978
All Population,Life table,Guam,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Guam,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Northern Mariana Islands,Male,80-84 years,Probability of death,2023,0.4829308611027624,0.5346631280931782,0.43555726138052936
All Population,Life table,Northern Mariana Islands,Female,80-84 years,Probability of death,2023,0.4342861162753996,0.4839755255662046,0.38779194413999135
All Population,Life table,Northern Mariana Islands,Male,85-89 years,Probability of death,2023,0.6340644736210631,0.6879689458277768,0.5786581256012469
All Population,Life table,Northern Mariana Islands,Female,85-89 years,Probability of death,2023,0.6171491712208803,0.6709421848722179,0.5620968457524939
All Population,Life table,Palestine,Male,80-84 years,Probability of death,2023,0.387322575844674,0.42440478399779447,0.3506415388365207
All Population,Life table,Palestine,Female,80-84 years,Probability of death,2023,0.34533263912497936,0.38408669303125054,0.3087703154313433
All Population,Life table,Palestine,Male,85-89 years,Probability of death,2023,0.5143501671956567,0.5568048867437262,0.47014831632519277
All Population,Life table,Palestine,Female,85-89 years,Probability of death,2023,0.46236615916869955,0.5101230051563779,0.41529638976504035
All Population,Life table,Palestine,Male,90-94 years,Probability of death,2023,0.705077307698697,0.7590921901588116,0.652476472353303
All Population,Life table,Palestine,Female,90-94 years,Probability of death,2023,0.5876611297187329,0.6401067421175557,0.5292849826038771
All Population,Life table,Palestine,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Palestine,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Oman,Male,10-14 years,Probability of death,2023,0.0015664877551561135,0.0019590375532073656,0.0012337287275107967
All Population,Life table,Oman,Female,10-14 years,Probability of death,2023,0.0010067349806160064,0.0012816881658774036,0.0007724031379970714
All Population,Life table,Oman,Male,15-19 years,Probability of death,2023,0.003921909035199967,0.004878103458308124,0.003145621993966544
All Population,Life table,Oman,Female,15-19 years,Probability of death,2023,0.00139146130242854,0.0017675936638159194,0.0010596686626009378
All Population,Life table,Oman,Male,20-24 years,Probability of death,2023,0.005035296415474175,0.006224000040131364,0.00402574408511174
All Population,Life table,Oman,Female,20-24 years,Probability of death,2023,0.0016467385462798508,0.00209897460734125,0.001305305159995665
All Population,Life table,Oman,Male,25-29 years,Probability of death,2023,0.004043308342578704,0.005027684157426657,0.0032581966870064817
All Population,Life table,Oman,Female,25-29 years,Probability of death,2023,0.0018855527620314472,0.002350244349376415,0.0014893644440289065
All Population,Life table,Oman,Male,30-34 years,Probability of death,2023,0.003921569277525487,0.004755541023788065,0.0031574782776777554
All Population,Life table,Oman,Female,30-34 years,Probability of death,2023,0.002253899348697436,0.002837359101694234,0.001762329949487934
All Population,Life table,Oman,Male,35-39 years,Probability of death,2023,0.004959262127424262,0.006015742165520895,0.004035375858606608
All Population,Life table,Oman,Female,35-39 years,Probability of death,2023,0.00281800996075185,0.0035762323966529144,0.0022584135545780067
All Population,Life table,Oman,Male,40-44 years,Probability of death,2023,0.007393377865064648,0.008952628001800892,0.005881603797313517
All Population,Life table,Oman,Female,40-44 years,Probability of death,2023,0.003818165331860573,0.004818071580146882,0.002999013608942305
All Population,Life table,Oman,Male,45-49 years,Probability of death,2023,0.011395947914629584,0.013685912857141724,0.009277722560808882
All Population,Life table,Oman,Female,45-49 years,Probability of death,2023,0.005350792202679601,0.006693710519428389,0.004253352593510973
All Population,Life table,Oman,Male,50-54 years,Probability of death,2023,0.0191565855588357,0.02353596610640058,0.015521816875567168
All Population,Life table,Oman,Female,50-54 years,Probability of death,2023,0.010283763456098554,0.012859133737587743,0.00809441032060533
All Population,Life table,Oman,Male,55-59 years,Probability of death,2023,0.03285078471998869,0.03986000261425662,0.027004985790749753
All Population,Life table,Oman,Female,55-59 years,Probability of death,2023,0.018652505479883928,0.02332956416617838,0.014954562689633816
All Population,Life table,Oman,Male,60-64 years,Probability of death,2023,0.057302895264527344,0.06893368413698465,0.047148777460115976
All Population,Life table,Oman,Female,60-64 years,Probability of death,2023,0.03722930262662152,0.04578825249579553,0.02985464114022933
All Population,Life table,Oman,Male,65-69 years,Probability of death,2023,0.12315002091742361,0.1458956033324921,0.1021126246902
All Population,Life table,Oman,Female,65-69 years,Probability of death,2023,0.08423764774871417,0.1019343771227574,0.06834733443419921
All Population,Life table,Oman,Male,70-74 years,Probability of death,2023,0.20261004059663926,0.24021098447913888,0.17295764779315034
All Population,Life table,Oman,Female,70-74 years,Probability of death,2023,0.14180242970580004,0.17047348412477345,0.11656788453519752
All Population,Life table,Oman,Male,75-79 years,Probability of death,2023,0.28888565159247387,0.3362352570101448,0.2502797482041348
All Population,Life table,Oman,Female,75-79 years,Probability of death,2023,0.22750837557005105,0.2734875021982815,0.18869985835749514
All Population,Life table,Oman,Male,80-84 years,Probability of death,2023,0.4066201544734113,0.4613106146684535,0.3553536642130189
All Population,Life table,Oman,Female,80-84 years,Probability of death,2023,0.31947497544565717,0.3710747347001275,0.2663235556185208
All Population,Life table,Oman,Male,85-89 years,Probability of death,2023,0.7038468626282033,0.7707988088103706,0.6376081311943055
All Population,Life table,Oman,Female,85-89 years,Probability of death,2023,0.49702108172701104,0.5744608374733181,0.4236525390294116
All Population,Life table,Oman,Male,90-94 years,Probability of death,2023,0.8995901004582454,0.9371847418591625,0.8545030676283408
All Population,Life table,Oman,Female,90-94 years,Probability of death,2023,0.5908920294629143,0.6726924631414061,0.514000174228007
All Population,Life table,Oman,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Oman,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Peru,Male,10-14 years,Probability of death,2023,0.0026230145443256747,0.003180809918717073,0.002133675276144945
All Population,Life table,Peru,Female,10-14 years,Probability of death,2023,0.002641829526731036,0.003244825337903323,0.0021551550745436466
All Population,Life table,Guatemala,Male,10-14 years,Probability of death,2023,0.002676677766273336,0.003598606928162795,0.0019844340703131236
All Population,Life table,Guatemala,Female,10-14 years,Probability of death,2023,0.002114815644340198,0.002783580905731278,0.0015610442747098774
All Population,Life table,Guatemala,Male,15-19 years,Probability of death,2023,0.007533404096508996,0.010052168453948103,0.005563502180472107
All Population,Life table,Guatemala,Female,15-19 years,Probability of death,2023,0.0037522916398243867,0.004899064331380256,0.002848235127891252
All Population,Life table,Guatemala,Male,20-24 years,Probability of death,2023,0.013523716425877753,0.017652493057534056,0.010082672601849502
All Population,Life table,Guatemala,Female,20-24 years,Probability of death,2023,0.004461786715922978,0.0058627168302518825,0.0033106673534994634
All Population,Life table,Guatemala,Male,25-29 years,Probability of death,2023,0.015679702780600477,0.020726106514223318,0.011959728184356921
All Population,Life table,Guatemala,Female,25-29 years,Probability of death,2023,0.005206113083504314,0.006722256950461916,0.00386322165441641
All Population,Life table,Guatemala,Male,30-34 years,Probability of death,2023,0.017847693615100465,0.022986247335141315,0.013768432637094968
All Population,Life table,Guatemala,Female,30-34 years,Probability of death,2023,0.007013423070850588,0.009270463957870519,0.005244015338181163
All Population,Life table,Guatemala,Male,35-39 years,Probability of death,2023,0.021858672018740394,0.028062416938731384,0.01649011395587216
All Population,Life table,Guatemala,Female,35-39 years,Probability of death,2023,0.009285353770162697,0.012321811548888402,0.007014434706407738
All Population,Life table,Guatemala,Male,40-44 years,Probability of death,2023,0.02644332848203676,0.03395955244074127,0.0202347565422627
All Population,Life table,Guatemala,Female,40-44 years,Probability of death,2023,0.013615407169961898,0.017912016576337394,0.010199192919397476
All Population,Life table,Guatemala,Male,45-49 years,Probability of death,2023,0.03158083451720538,0.04026753357965592,0.024018977135721997
All Population,Life table,Guatemala,Female,45-49 years,Probability of death,2023,0.01991468514562639,0.02521871066188591,0.015228070798819401
All Population,Life table,Guatemala,Male,50-54 years,Probability of death,2023,0.04033880765614093,0.052278186530882655,0.03075088131255407
All Population,Life table,Guatemala,Female,50-54 years,Probability of death,2023,0.029010746803953543,0.03809514903331637,0.022111614704675306
All Population,Life table,Guatemala,Male,55-59 years,Probability of death,2023,0.054301217849073116,0.0687319780499417,0.04182348918730016
All Population,Life table,Guatemala,Female,55-59 years,Probability of death,2023,0.04177984549941181,0.05402357062814805,0.03199957863369259
All Population,Life table,Guatemala,Male,60-64 years,Probability of death,2023,0.07375322162649767,0.09527055409815861,0.05636556743000615
All Population,Life table,Guatemala,Female,60-64 years,Probability of death,2023,0.05851877258157791,0.07321978595537822,0.04344997335989522
All Population,Life table,Guatemala,Male,65-69 years,Probability of death,2023,0.10037017166047775,0.12612395204063623,0.07764715719871296
All Population,Life table,Guatemala,Female,65-69 years,Probability of death,2023,0.08528828505949138,0.10874628716781587,0.06598406049086622
All Population,Life table,Guatemala,Male,70-74 years,Probability of death,2023,0.14181557210845014,0.17883437249635892,0.11071242008484403
All Population,Life table,Guatemala,Female,70-74 years,Probability of death,2023,0.12115410961750883,0.15256813418754456,0.09196591452089611
All Population,Life table,Guatemala,Male,75-79 years,Probability of death,2023,0.20262360486194345,0.25231087029568083,0.16102316071971062
All Population,Life table,Guatemala,Female,75-79 years,Probability of death,2023,0.182729614134034,0.22792005760309836,0.14229079512168155
All Population,Life table,Guatemala,Male,80-84 years,Probability of death,2023,0.3155462694344114,0.39367753326732735,0.2522536527048297
All Population,Life table,Guatemala,Female,80-84 years,Probability of death,2023,0.28352089169271105,0.35046055842013185,0.22622434549218493
All Population,Life table,Guatemala,Male,85-89 years,Probability of death,2023,0.5623003332121872,0.6544377633795797,0.46760203891954505
All Population,Life table,Guatemala,Female,85-89 years,Probability of death,2023,0.5138187070690635,0.60673940773062,0.42549573582566547
All Population,Life table,Guatemala,Male,90-94 years,Probability of death,2023,0.8886412986690174,0.9450492960322108,0.8098483689516732
All Population,Life table,Guatemala,Female,90-94 years,Probability of death,2023,0.8176753039455643,0.89640941616928,0.7233033444960197
All Population,Life table,Guatemala,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Guatemala,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Honduras,Male,10-14 years,Probability of death,2023,0.0012175649054332706,0.0014303559528859532,0.0010366472760609702
All Population,Life table,Honduras,Female,10-14 years,Probability of death,2023,0.0012606371836507543,0.0014681152149607578,0.0010512676389731136
All Population,Life table,Honduras,Male,15-19 years,Probability of death,2023,0.0034964876430984876,0.004013111923767792,0.003006901296370623
All Population,Life table,Honduras,Female,15-19 years,Probability of death,2023,0.002080625251306712,0.002430547652816875,0.0017542322969062495
All Population,Life table,Australia,Male,70-74 years,Probability of death,2023,0.08175103449566332,0.08392279801327697,0.07973855049490886
All Population,Life table,Australia,Female,70-74 years,Probability of death,2023,0.05109756913533992,0.052824532308734115,0.049384677807170325
All Population,Life table,Australia,Male,75-79 years,Probability of death,2023,0.13213947793026268,0.13495563915560457,0.12920987255495014
All Population,Life table,Australia,Female,75-79 years,Probability of death,2023,0.08768831676994893,0.09034253582786674,0.08531419727066508
All Population,Life table,Australia,Male,80-84 years,Probability of death,2023,0.23779186288258605,0.2420845279897972,0.23335396467601974
All Population,Life table,Australia,Female,80-84 years,Probability of death,2023,0.16982951075106784,0.17414949621706763,0.16560211086321933
All Population,Life table,Australia,Male,85-89 years,Probability of death,2023,0.4024147892833279,0.4090250686632009,0.3961969192812951
All Population,Life table,Australia,Female,85-89 years,Probability of death,2023,0.3228063279624655,0.329075522620679,0.316746262492512
All Population,Life table,Australia,Male,90-94 years,Probability of death,2023,0.627287897245742,0.6373528587372624,0.618277010443586
All Population,Life table,Australia,Female,90-94 years,Probability of death,2023,0.5461204487071563,0.5544092479184194,0.537511228348621
All Population,Life table,Australia,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Australia,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Cyprus,Male,10-14 years,Probability of death,2023,0.0006134017646125055,0.000847055562609497,0.00042742502202652854
All Population,Life table,Cyprus,Female,10-14 years,Probability of death,2023,0.00041948370924781484,0.0005794090728606815,0.0002944121165255331
All Population,Life table,Cyprus,Male,15-19 years,Probability of death,2023,0.001970659376822055,0.002609044405413688,0.001456839601761581
All Population,Life table,Cyprus,Female,15-19 years,Probability of death,2023,0.0008164095662494383,0.0011315184457520223,0.0005827732637711191
All Population,Life table,Cyprus,Male,20-24 years,Probability of death,2023,0.0033870145811108654,0.004593925163988212,0.0024593311967078453
All Population,Life table,Cyprus,Female,20-24 years,Probability of death,2023,0.0010685975002025913,0.001437940352581893,0.0007638135964376873
All Population,Life table,Cyprus,Male,25-29 years,Probability of death,2023,0.003288844970726517,0.0044568717129380405,0.002417582358957518
All Population,Life table,Cyprus,Female,25-29 years,Probability of death,2023,0.0012961136478874984,0.00178531338318145,0.000923064393067874
All Population,Life table,Cyprus,Male,30-34 years,Probability of death,2023,0.003527678092344506,0.004714224586870486,0.0025818767877046622
All Population,Life table,Cyprus,Female,30-34 years,Probability of death,2023,0.0017373361789253321,0.0024282826695770725,0.0012196320310355752
All Population,Life table,Cyprus,Male,35-39 years,Probability of death,2023,0.004638742221523743,0.0061446878236812155,0.0035037317797569248
All Population,Life table,Cyprus,Female,35-39 years,Probability of death,2023,0.0022244596414922,0.0029695735271944514,0.0016075043651002875
All Population,Life table,Cyprus,Male,40-44 years,Probability of death,2023,0.006579100720294959,0.008823142548646953,0.004792125527735722
All Population,Life table,Cyprus,Female,40-44 years,Probability of death,2023,0.0033982880846195923,0.004640436637234493,0.002416431941383862
All Population,Life table,Cyprus,Male,45-49 years,Probability of death,2023,0.010905897154991509,0.014597392565708084,0.00787004280445984
All Population,Life table,Cyprus,Female,45-49 years,Probability of death,2023,0.005749568436992097,0.008010163306985667,0.004106668021019394
All Population,Life table,Cyprus,Male,50-54 years,Probability of death,2023,0.01709344845225738,0.023047117683727962,0.012201454293932497
All Population,Life table,Cyprus,Female,50-54 years,Probability of death,2023,0.00868236244202839,0.011986985802182014,0.006113727214559692
All Population,Life table,Cyprus,Male,55-59 years,Probability of death,2023,0.026841032666839928,0.036025648831719784,0.019198066370549674
All Population,Life table,Cyprus,Female,55-59 years,Probability of death,2023,0.012790025159759506,0.01788045058412448,0.009237369766624547
All Population,Life table,Cyprus,Male,60-64 years,Probability of death,2023,0.0394011708526834,0.05381644793530379,0.028521012133163562
All Population,Life table,Cyprus,Female,60-64 years,Probability of death,2023,0.020908463322969476,0.02854515062608506,0.014862063594818762
All Population,Life table,Cyprus,Male,65-69 years,Probability of death,2023,0.07596461470079875,0.10299089622073428,0.055304501776757345
All Population,Life table,Cyprus,Female,65-69 years,Probability of death,2023,0.04216963588911528,0.057734529337493505,0.029812083160628163
All Population,Life table,Cyprus,Male,70-74 years,Probability of death,2023,0.12134962912540924,0.15954469305328253,0.08900319947578067
All Population,Life table,Cyprus,Female,70-74 years,Probability of death,2023,0.07508427153878408,0.1012085673276855,0.054668973869474405
All Population,Life table,Cyprus,Male,75-79 years,Probability of death,2023,0.20104068042988438,0.2598511196220303,0.15016895253382576
All Population,Life table,Cyprus,Female,75-79 years,Probability of death,2023,0.14467448882830075,0.1902920503811685,0.10765731776747703
All Population,Life table,Cyprus,Male,80-84 years,Probability of death,2023,0.35340866074422816,0.43803063508693185,0.2791718571156639
All Population,Life table,Cyprus,Female,80-84 years,Probability of death,2023,0.28665628089623224,0.3587674108395522,0.2246692207262629
All Population,Life table,Cyprus,Male,85-89 years,Probability of death,2023,0.62380046006184,0.7162715593510453,0.534869019258861
All Population,Life table,Cyprus,Female,85-89 years,Probability of death,2023,0.5448808521834755,0.6385938548252531,0.45192312069600926
All Population,Life table,Cyprus,Male,90-94 years,Probability of death,2023,0.8974710448619425,0.9473067391116619,0.8315752956465076
All Population,Life table,Cyprus,Female,90-94 years,Probability of death,2023,0.7918204354622445,0.8635152971570199,0.7095514374303402
All Population,Life table,Northern Mariana Islands,Male,90-94 years,Probability of death,2023,0.7626110527185938,0.8129512838430514,0.7095086203980568
All Population,Life table,Northern Mariana Islands,Female,90-94 years,Probability of death,2023,0.7718144970383648,0.8227964110595885,0.7206035788923801
All Population,Life table,Northern Mariana Islands,Male,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Northern Mariana Islands,Female,95+ years,Probability of death,2023,1.0,1.0,1.0
All Population,Life table,Palau,Male,10-14 years,Probability of death,2023,0.0037607954603734875,0.004376689125718031,0.0032059265293954307
All Population,Life table,Palau,Female,10-14 years,Probability of death,2023,0.003198002058915427,0.0037403211393938953,0.0027259407128218446
All Population,Life table,Palau,Male,15-19 years,Probability of death,2023,0.006687682674922339,0.007775355688383259,0.005629784452487005
All Population,Life table,Palau,Female,15-19 years,Probability of death,2023,0.007368712071616026,0.008542824639526977,0.006299529149913144
All Population,Life table,Palau,Male,20-24 years,Probability of death,2023,0.009537763577953284,0.011030269191107677,0.00816155075786519
All Population,Life table,Palau,Female,20-24 years,Probability of death,2023,0.010216601932325499,0.011934208314535065,0.008627635273756028
All Population,Life table,Palau,Male,25-29 years,Probability of death,2023,0.01049616280514014,0.012208121039338502,0.008884101822596994
All Population,Life table,Palau,Female,25-29 years,Probability of death,2023,0.007943794197039172,0.00925203828345844,0.0067258326712272415
All Population,Life table,Palau,Male,30-34 years,Probability of death,2023,0.012548814762351097,0.014508773644502886,0.010763909916385867
All Population,Life table,Palau,Female,30-34 years,Probability of death,2023,0.008989016374530411,0.01047073466156917,0.007725220713472276
